Date,Region,Category,BTS_ID,Cell_ID,Layer,Overload_Flag,Overload_Period,Total_DataVol_GB,DataVol_DL_DRB_GB,DataVol_UL_DRB_GB,DataVol_DL_SRB_GB,DataVol_UL_SRB_GB,LTE_User_THP_DL_Mbps,LTE_User_THP_UL_Mbps,LTE_Cell_THP_DL_Mbps,LTE_Cell_THP_UL_Mbps,LTE_PrbUtil_UL_pct,LTE_PrbUtil_DL_pct,LTE_PDCCH_CCE_Load_pct,LTE_CceAgg_1,LTE_CceAgg_2,LTE_CceAgg_4,LTE_CceAgg_8,LTE_CFI3_Share_pct,PDCCH_Adm_Rej_Count,LTE_Max_RRC_CU,LTE_Avg_RRC_CU,LTE_Active_UL_Users_TTI,SR_Fail_Ratio,PUCCH_SR_Cong_Count
2024-03-13,Dakar,Dense Urban,DK0010,DK0010A,L2600,0,,27.7728,22.6448,4.9401,0.1151,0.0728,5.883,1.17,6.158,1.042,52.47,75.74,35.88,8348504,4177340,1992965,528375,72.6,71,206.0,165.0,84.9,0.0189,544
2024-03-13,Dakar,Dense Urban,DK0010,DK0010B,L800,0,,18.1729,14.8271,3.218,0.0774,0.0504,10.421,2.01,8.499,1.56,34.76,48.38,22.11,8435414,4165511,1942530,506987,55.93,47,88.3,68.5,34.9,0.0128,365
2024-03-13,Dakar,Dense Urban,DK0010,DK0010B,L1800,0,,23.1131,19.1305,3.8271,0.0916,0.0639,8.031,1.468,7.344,1.318,43.11,63.75,31.37,7967949,3921623,2028596,528670,65.94,63,150.4,111.8,60.8,0.0158,462
2024-03-13,Dakar,Dense Urban,DK0010,DK0010B,L2600,0,,28.3058,23.6538,4.4669,0.1127,0.0724,5.686,1.218,6.321,1.037,52.5,72.13,36.07,7939166,3889144,2048094,477589,72.4,78,213.2,163.0,83.3,0.019,565
2024-03-13,Dakar,Dense Urban,DK0010,DK0010C,L800,0,,18.4514,15.2391,3.0874,0.0744,0.0505,10.479,1.958,8.722,1.55,34.11,47.9,24.56,8188506,4191355,2050192,528259,54.09,52,84.7,65.2,35.7,0.0131,366
2024-03-13,Dakar,Dense Urban,DK0010,DK0010C,L1800,0,,23.6997,19.4899,4.0479,0.0986,0.0632,8.027,1.608,7.561,1.257,43.49,62.01,30.3,7616306,4125742,1967681,522789,69.93,60,159.9,120.8,60.5,0.0159,485
2024-03-13,Dakar,Dense Urban,DK0010,DK0010C,L2600,0,,28.2556,23.2502,4.8199,0.1084,0.0771,5.867,1.105,6.058,1.085,51.79,70.3,37.8,8106973,3815542,2002623,499835,72.46,76,216.7,167.9,80.6,0.0198,559
2024-03-14,Dakar,Dense Urban,DK0001,DK0001A,L800,0,,18.3007,15.4086,2.7747,0.0701,0.0473,10.307,2.134,9.224,1.529,32.59,45.58,21.42,8475918,4190637,1950201,502464,49.83,48,88.0,64.1,34.7,0.0117,346
2024-03-14,Dakar,Dense Urban,DK0001,DK0001A,L1800,0,,24.1149,20.1312,3.8298,0.0914,0.0625,8.121,1.592,7.967,1.381,43.72,58.03,29.22,8452540,3912977,1918514,500653,62.69,58,149.7,118.2,57.7,0.0158,478
2024-03-14,Dakar,Dense Urban,DK0001,DK0001A,L2600,0,,27.4684,23.0427,4.2538,0.1036,0.0683,6.268,1.265,6.357,1.114,46.91,70.45,33.27,8284195,3763865,2082206,527285,74.89,74,208.3,149.0,83.9,0.0186,554
2024-03-14,Dakar,Dense Urban,DK0001,DK0001B,L800,0,,17.4413,14.3812,2.9411,0.0715,0.0475,10.89,1.963,8.929,1.61,31.25,43.84,21.27,7871728,3996852,1895114,526787,52.57,48,80.4,66.1,33.6,0.0124,361
2024-03-14,Dakar,Dense Urban,DK0001,DK0001B,L1800,0,,23.4305,19.2989,3.986,0.088,0.0576,8.552,1.547,7.224,1.392,40.92,60.59,30.53,7823815,3864229,1905575,477827,60.21,58,141.9,109.2,58.6,0.016,474
2024-03-14,Dakar,Dense Urban,DK0001,DK0001B,L2600,0,,27.0496,22.5827,4.2853,0.1107,0.0708,6.329,1.348,6.315,1.111,51.71,73.59,33.54,7860609,4038221,2056025,473788,73.82,75,192.3,162.0,83.5,0.0175,556
2024-03-14,Dakar,Dense Urban,DK0001,DK0001C,L800,0,,17.293,14.1666,3.0084,0.0727,0.0454,10.904,2.144,8.932,1.558,30.6,46.04,23.51,8310032,3969203,2008789,486771,48.89,46,83.3,65.4,35.3,0.0118,355
2024-03-14,Dakar,Dense Urban,DK0001,DK0001C,L1800,0,,22.483,18.2713,4.0529,0.0948,0.064,8.275,1.626,7.594,1.303,43.03,62.56,27.9,7602865,4114345,1945568,507431,65.04,59,148.5,112.3,59.8,0.0158,479
2024-03-14,Dakar,Dense Urban,DK0001,DK0001C,L2600,0,,25.7401,21.2044,4.3615,0.1027,0.0715,6.972,1.29,6.71,1.126,48.55,73.53,33.9,8278174,3873588,2107712,504474,75.27,68,197.8,161.9,82.8,0.017,527
2024-03-14,Dakar,Dense Urban,DK0002,DK0002A,L800,0,,17.4527,14.5255,2.81,0.0721,0.045,10.433,2.107,9.066,1.669,33.96,43.53,22.79,7741130,3958948,1887887,478154,49.85,45,87.7,67.1,35.4,0.0118,340
2024-03-14,Dakar,Dense Urban,DK0002,DK0002A,L1800,0,,22.6241,18.7295,3.7423,0.0899,0.0625,8.392,1.603,7.255,1.275,40.66,56.86,30.07,7627998,4107629,1972558,474402,65.93,61,138.5,116.9,54.1,0.0148,472
2024-03-14,Dakar,Dense Urban,DK0002,DK0002A,L2600,0,,27.6289,23.0653,4.3862,0.1023,0.0751,6.511,1.248,6.452,1.207,46.79,72.44,34.5,7928431,4117158,2111797,483752,69.88,75,202.0,153.3,79.9,0.0185,557
2024-03-14,Dakar,Dense Urban,DK0002,DK0002B,L800,0,,18.3773,15.3619,2.8993,0.0685,0.0476,10.522,2.09,8.999,1.555,32.06,46.68,23.03,7993593,3839314,1979525,517177,50.42,47,83.7,63.2,34.7,0.0111,352
2024-03-14,Dakar,Dense Urban,DK0002,DK0002B,L1800,0,,22.2362,18.4569,3.6263,0.0918,0.0612,8.569,1.673,7.781,1.338,42.74,60.22,28.8,8093324,4214678,1926294,524346,60.14,59,139.4,113.3,54.7,0.016,477
2024-03-14,Dakar,Dense Urban,DK0002,DK0002B,L2600,0,,27.5766,22.9106,4.4775,0.1136,0.0749,6.659,1.326,6.492,1.162,48.5,69.88,32.47,7863054,4093997,2108771,527783,73.49,72,190.5,158.1,75.1,0.0175,550
2024-03-14,Dakar,Dense Urban,DK0002,DK0002C,L800,0,,17.1778,14.2921,2.767,0.073,0.0457,10.072,1.961,8.815,1.56,33.23,44.65,23.04,7686892,3996582,2045128,509119,51.57,49,80.9,65.2,35.0,0.0111,332
2024-03-14,Dakar,Dense Urban,DK0002,DK0002C,L1800,0,,22.5471,18.5129,3.8861,0.0892,0.0589,8.32,1.648,7.345,1.32,42.65,62.86,29.68,8271587,3936068,1945341,497256,65.89,60,149.0,118.1,54.3,0.0145,439
2024-03-14,Dakar,Dense Urban,DK0002,DK0002C,L2600,0,,26.6692,22.1878,4.3008,0.1128,0.0679,6.513,1.246,6.773,1.173,51.95,74.18,34.19,7744946,3852989,1933500,512515,68.97,68,200.6,157.1,80.8,0.0177,559
2024-03-14,Dakar,Dense Urban,DK0003,DK0003A,L800,0,,17.5926,14.684,2.7865,0.0727,0.0493,10.068,2.04,9.072,1.554,33.59,44.45,22.98,8164154,4047061,1926114,483242,48.18,45,82.1,67.9,32.9,0.0121,348
2024-03-14,Dakar,Dense Urban,DK0003,DK0003A,L1800,0,,23.9752,19.7788,4.0436,0.0889,0.0639,8.483,1.688,7.712,1.34,40.7,56.59,29.19,8470713,4114260,1958562,519632,65.6,59,134.7,106.5,59.8,0.0159,447
2024-03-14,Dakar,Dense Urban,DK0003,DK0003A,L2600,0,,26.7663,21.92,4.6581,0.1137,0.0744,6.744,1.255,6.46,1.113,51.33,69.25,35.57,7886344,4155591,1959996,496407,74.01,68,208.6,155.8,79.3,0.0187,563
2024-03-14,Dakar,Dense Urban,DK0003,DK0003B,L800,0,,17.8502,14.6641,3.075,0.0665,0.0446,10.752,2.031,9.047,1.589,31.81,47.4,22.48,8477450,4137702,1945679,485860,49.95,48,78.9,63.1,35.1,0.0119,339
2024-03-14,Dakar,Dense Urban,DK0003,DK0003B,L1800,0,,22.6274,18.4804,3.9914,0.0961,0.0594,8.281,1.691,7.82,1.403,42.17,62.62,28.46,7670405,4100191,2009445,521275,60.36,63,139.5,113.7,54.1,0.0155,470
2024-03-14,Dakar,Dense Urban,DK0003,DK0003B,L2600,0,,26.6753,22.1456,4.3463,0.1085,0.0749,6.519,1.257,6.269,1.212,48.66,66.02,35.36,8191303,3821712,2116377,506483,73.01,70,207.5,149.7,77.2,0.0172,556
2024-03-14,Dakar,Dense Urban,DK0003,DK0003C,L800,0,,17.8714,14.7927,2.9633,0.0678,0.0476,10.968,2.032,9.415,1.593,33.17,43.08,22.37,8450745,4230997,1947620,496483,48.28,48,84.3,64.4,31.9,0.0123,352
2024-03-14,Dakar,Dense Urban,DK0003,DK0003C,L1800,0,,22.5343,18.6268,3.7562,0.0893,0.0619,8.792,1.695,7.538,1.405,41.69,57.9,30.76,7811732,3915387,2117526,478035,65.54,64,143.3,104.9,56.4,0.0146,454
2024-03-14,Dakar,Dense Urban,DK0003,DK0003C,L2600,0,,27.9296,23.2831,4.4669,0.1071,0.0725,6.725,1.35,6.292,1.194,49.89,68.52,33.36,7866692,4058892,1935394,525220,73.66,75,187.2,151.5,74.7,0.0175,563
2024-03-14,Dakar,Dense Urban,DK0004,DK0004A,L800,0,,16.8276,13.8118,2.9026,0.067,0.0463,11.061,2.097,9.344,1.593,33.89,46.78,22.02,7929406,4200968,2018337,512382,50.44,45,85.9,66.1,33.5,0.0119,338
2024-03-14,Dakar,Dense Urban,DK0004,DK0004A,L1800,0,,23.9863,19.7996,4.0307,0.0961,0.0599,8.267,1.686,7.66,1.36,44.23,59.93,29.12,7560337,3793320,1881780,524794,62.85,60,149.0,113.0,58.0,0.0149,477
2024-03-14,Dakar,Dense Urban,DK0004,DK0004A,L2600,0,,26.0304,21.5977,4.2587,0.104,0.07,6.486,1.321,6.222,1.174,47.07,67.23,34.24,8405019,4172592,2112500,509028,74.54,73,200.9,147.9,79.6,0.0178,536
2024-03-14,Dakar,Dense Urban,DK0004,DK0004B,L800,0,,17.5744,14.6664,2.7946,0.069,0.0443,11.241,1.972,8.823,1.699,32.11,43.63,21.92,7631233,3856103,1892487,496293,52.82,47,84.7,62.9,32.8,0.0122,333
2024-03-14,Dakar,Dense Urban,DK0004,DK0004B,L1800,0,,23.9193,19.9465,3.8175,0.0955,0.0599,8.199,1.675,7.833,1.309,44.46,56.69,27.56,8091684,4106915,2110612,494296,59.93,61,139.4,110.7,57.1,0.0145,458
2024-03-14,Dakar,Dense Urban,DK0004,DK0004B,L2600,0,,27.095,22.3011,4.6148,0.1099,0.0693,6.425,1.256,6.192,1.172,52.44,71.48,34.64,7913530,3910038,2098657,528140,72.97,70,204.4,147.6,81.7,0.0187,515
2024-03-14,Dakar,Dense Urban,DK0004,DK0004C,L800,0,,18.678,15.4619,3.0954,0.0739,0.0468,10.305,2.087,8.999,1.565,31.88,46.53,21.09,7840081,3768541,2059878,508441,48.28,49,78.9,66.0,34.6,0.0121,331
2024-03-14,Dakar,Dense Urban,DK0004,DK0004C,L1800,0,,24.2283,20.0577,4.0171,0.0925,0.0611,7.904,1.638,7.492,1.397,41.59,60.98,27.68,7647634,3827060,1890926,502479,65.79,62,144.3,114.0,56.1,0.015,448
2024-03-14,Dakar,Dense Urban,DK0004,DK0004C,L2600,0,,27.5645,23.0727,4.3173,0.1017,0.0728,7.014,1.312,6.659,1.174,49.48,72.04,35.53,7735742,3921342,1933694,497130,76.37,70,195.0,161.1,79.3,0.0181,563
2024-03-14,Dakar,Dense Urban,DK0005,DK0005A,L800,0,,17.7088,14.6084,2.9887,0.0667,0.045,10.507,2.065,9.594,1.714,33.53,44.62,23.47,8181767,3948611,2048401,470991,48.79,48,85.1,64.2,33.5,0.0123,356
2024-03-14,Dakar,Dense Urban,DK0005,DK0005A,L1800,0,,22.6962,18.8913,3.6507,0.0895,0.0647,8.298,1.62,7.573,1.415,42.6,61.06,28.68,7547924,4206866,2107790,526949,66.93,63,146.2,116.2,57.9,0.0146,453
2024-03-14,Dakar,Dense Urban,DK0005,DK0005A,L2600,0,,28.3734,23.7725,4.4196,0.1128,0.0685,6.527,1.272,6.093,1.097,47.68,73.05,32.41,7806752,3764884,2046950,507218,74.27,70,191.1,158.5,82.2,0.0172,539
2024-03-14,Dakar,Dense Urban,DK0005,DK0005B,L800,0,,17.1117,14.184,2.8085,0.0722,0.047,10.267,2.02,9.595,1.69,33.64,45.41,22.56,7881697,3797301,1976256,505638,49.65,48,80.2,64.2,32.0,0.0116,331
2024-03-14,Dakar,Dense Urban,DK0005,DK0005B,L1800,0,,22.5355,18.603,3.7794,0.0916,0.0615,8.135,1.63,7.582,1.323,43.74,60.0,28.48,8429444,4165653,2115821,511534,62.62,59,145.9,118.0,58.1,0.016,449
2024-03-14,Dakar,Dense Urban,DK0005,DK0005B,L2600,0,,27.1557,22.2488,4.7194,0.1113,0.0762,6.88,1.287,6.464,1.205,49.81,68.14,33.94,8015663,3806425,2058503,476561,72.17,74,197.2,160.8,77.7,0.019,521
2024-03-14,Dakar,Dense Urban,DK0005,DK0005C,L800,0,,16.988,13.8147,3.0557,0.0723,0.0453,11.247,2.067,9.578,1.623,32.07,45.35,21.79,8032353,3977226,1888819,485626,49.2,48,84.6,67.3,35.3,0.0119,371
2024-03-14,Dakar,Dense Urban,DK0005,DK0005C,L1800,0,,22.5257,18.693,3.681,0.0907,0.061,8.758,1.637,7.385,1.392,42.1,57.25,29.34,8394938,4164458,2020834,492624,60.4,60,147.4,109.7,55.4,0.0161,476
2024-03-14,Dakar,Dense Urban,DK0005,DK0005C,L2600,0,,27.3492,22.8733,4.3039,0.1034,0.0686,6.753,1.235,6.705,1.218,48.71,69.81,35.07,8419666,4189165,1893822,480144,75.23,73,189.3,154.5,81.9,0.0174,564
2024-03-14,Dakar,Dense Urban,DK0006,DK0006A,L800,0,,16.9815,13.8405,3.0241,0.0712,0.0458,10.911,2.137,9.559,1.597,32.89,46.19,22.3,8374799,3761520,1947706,502296,48.98,49,85.1,65.1,34.7,0.0116,353
2024-03-14,Dakar,Dense Urban,DK0006,DK0006A,L1800,0,,21.8976,17.9838,3.7634,0.0878,0.0626,8.34,1.587,7.545,1.305,44.22,56.48,30.34,8010904,4057094,1952625,528001,61.89,61,151.5,116.7,57.5,0.0162,470
2024-03-14,Dakar,Dense Urban,DK0006,DK0006A,L2600,0,,26.339,21.7135,4.449,0.1059,0.0707,6.868,1.308,6.083,1.202,48.29,74.39,36.06,8422909,4149341,1932947,501957,70.58,69,200.6,145.9,83.7,0.0189,532
2024-03-14,Dakar,Dense Urban,DK0006,DK0006B,L800,0,,17.6865,14.6521,2.9131,0.0734,0.0479,10.346,2.054,9.009,1.712,30.92,43.38,23.25,8380818,4178434,2002634,509584,51.34,44,84.6,61.4,32.8,0.0123,342
2024-03-14,Dakar,Dense Urban,DK0006,DK0006B,L1800,0,,23.9966,20.1344,3.7103,0.0898,0.0621,8.623,1.626,7.921,1.278,44.21,57.5,30.41,7904828,4159723,2041199,480556,66.74,59,138.7,115.8,54.5,0.0148,459
2024-03-14,Dakar,Dense Urban,DK0006,DK0006B,L2600,0,,27.8844,23.3923,4.3096,0.1086,0.0738,6.948,1.363,6.66,1.171,49.11,66.93,35.06,8473027,4113645,1884010,499775,74.0,73,203.2,155.5,76.6,0.019,552
2024-03-14,Dakar,Dense Urban,DK0006,DK0006C,L800,0,,17.1485,14.1632,2.8626,0.0738,0.049,10.508,1.952,8.594,1.58,32.67,46.09,22.59,8208591,3769135,1905220,491569,48.84,44,85.1,67.7,34.5,0.0121,357
2024-03-14,Dakar,Dense Urban,DK0006,DK0006C,L1800,0,,23.5415,19.6651,3.7202,0.0972,0.0589,8.075,1.585,8.006,1.432,43.56,60.59,29.14,8451796,4093898,2106735,488993,62.28,63,137.0,117.6,57.3,0.0161,450
2024-03-14,Dakar,Dense Urban,DK0006,DK0006C,L2600,0,,27.7555,23.0831,4.4908,0.1096,0.072,7.033,1.325,6.248,1.207,48.28,69.12,32.57,8383967,3897333,1942140,525215,75.68,68,204.4,162.1,75.2,0.0187,543
2024-03-14,Dakar,Dense Urban,DK0007,DK0007A,L800,0,,17.9605,14.9219,2.9225,0.0719,0.0442,10.964,1.951,9.037,1.555,33.42,44.61,22.11,7931600,4130800,1995474,517337,48.34,45,84.2,68.8,31.8,0.0111,336
2024-03-14,Dakar,Dense Urban,DK0007,DK0007A,L1800,0,,23.381,19.4489,3.7786,0.0954,0.0581,8.056,1.587,7.689,1.383,40.18,62.85,28.52,8204642,4011619,1933461,520773,65.98,60,144.6,108.3,58.5,0.0149,477
2024-03-14,Dakar,Dense Urban,DK0007,DK0007A,L2600,0,,26.1493,21.7369,4.238,0.105,0.0693,6.667,1.249,6.643,1.114,50.73,70.86,36.2,8479904,4177372,2062396,493187,75.22,75,186.7,155.1,76.5,0.0181,537
2024-03-14,Dakar,Dense Urban,DK0007,DK0007B,L800,0,,17.822,14.758,2.9429,0.0741,0.0471,11.071,2.022,9.019,1.617,31.32,44.97,22.49,8076980,4065488,1964436,488949,51.63,44,81.2,61.7,31.7,0.0113,330
2024-03-14,Dakar,Dense Urban,DK0007,DK0007B,L1800,0,,22.5846,18.5407,3.8961,0.087,0.0607,8.775,1.683,7.397,1.421,41.21,56.61,30.79,8355221,3983647,2039930,510273,61.22,58,142.5,117.1,53.9,0.0158,434
2024-03-14,Dakar,Dense Urban,DK0007,DK0007B,L2600,0,,27.1943,22.4412,4.5745,0.1104,0.0682,6.595,1.308,6.105,1.1,50.47,70.38,32.81,8033829,4198092,1883741,508558,69.27,67,189.7,153.0,82.1,0.0175,548
2024-03-14,Dakar,Dense Urban,DK0007,DK0007C,L800,0,,17.4196,14.4691,2.8318,0.0703,0.0485,11.053,2.153,8.91,1.68,31.06,46.94,23.43,7533194,3971374,2035465,512106,48.97,49,84.8,62.6,31.5,0.0121,333
2024-03-14,Dakar,Dense Urban,DK0007,DK0007C,L1800,0,,22.3161,18.3012,3.8593,0.0929,0.0626,8.254,1.679,8.005,1.315,43.1,62.74,29.72,8173865,3867410,2008431,503751,65.08,64,135.0,105.8,54.3,0.0157,438
2024-03-14,Dakar,Dense Urban,DK0007,DK0007C,L2600,0,,27.4129,22.8306,4.4053,0.1074,0.0695,6.953,1.308,6.784,1.16,47.27,67.43,36.21,8216542,3783653,2048907,494730,71.31,69,206.1,146.4,77.2,0.0176,518
2024-03-14,Dakar,Dense Urban,DK0008,DK0008A,L800,0,,17.5107,14.6394,2.7536,0.0685,0.0492,10.387,2.032,9.057,1.635,33.37,43.93,23.22,8247247,4106872,1900833,471298,51.52,48,84.5,63.0,31.8,0.012,360
2024-03-14,Dakar,Dense Urban,DK0008,DK0008A,L1800,0,,22.1345,18.3735,3.6084,0.0908,0.0618,8.568,1.686,7.674,1.289,43.0,63.14,30.48,8356802,3905041,2060189,521066,64.91,59,150.8,110.9,54.7,0.0146,467
2024-03-14,Dakar,Dense Urban,DK0008,DK0008A,L2600,0,,26.7985,22.3318,4.281,0.1111,0.0746,6.84,1.249,6.587,1.082,48.34,69.35,35.58,7894778,3765409,1964563,499935,76.93,75,190.4,148.6,76.0,0.0186,507
2024-03-14,Dakar,Dense Urban,DK0008,DK0008B,L800,0,,17.0216,13.9707,2.9383,0.0681,0.0445,10.45,2.011,9.098,1.716,30.72,44.93,23.38,8361798,3949250,2047748,475271,52.25,49,84.0,65.2,32.2,0.0119,354
2024-03-14,Dakar,Dense Urban,DK0008,DK0008B,L1800,0,,23.2354,19.4737,3.6075,0.0923,0.0619,8.068,1.569,7.371,1.387,42.61,62.15,28.36,8395585,4116978,1974802,475715,61.7,64,139.8,109.3,55.1,0.0159,446
2024-03-14,Dakar,Dense Urban,DK0008,DK0008B,L2600,0,,26.6738,22.0417,4.4537,0.1071,0.0712,6.663,1.344,6.687,1.191,47.13,72.72,32.64,7639734,4214974,2076655,503144,76.28,76,200.6,156.5,81.6,0.0174,518
2024-03-14,Dakar,Dense Urban,DK0008,DK0008C,L800,0,,18.064,15.0806,2.8706,0.0671,0.0458,10.449,2.182,9.302,1.629,33.99,47.84,22.26,8389452,3954066,1935300,483960,51.94,46,85.3,66.7,31.5,0.0111,352
2024-03-14,Dakar,Dense Urban,DK0008,DK0008C,L1800,0,,22.456,18.4159,3.8858,0.0924,0.0618,8.163,1.653,7.873,1.433,43.78,60.08,28.0,8174188,4210073,1930847,485359,60.87,62,141.5,105.7,59.8,0.0154,449
2024-03-14,Dakar,Dense Urban,DK0008,DK0008C,L2600,0,,26.6435,22.0788,4.3867,0.1074,0.0706,6.698,1.338,6.575,1.122,49.67,73.07,32.43,7595165,4026961,2033387,482684,75.15,73,208.1,148.3,81.6,0.0171,544
2024-03-14,Dakar,Dense Urban,DK0009,DK0009A,L800,0,,17.719,14.7161,2.8858,0.0731,0.044,10.655,1.997,9.351,1.534,33.46,47.48,23.12,7666465,4062595,1883448,520877,52.31,46,86.0,62.1,33.6,0.0114,370
2024-03-14,Dakar,Dense Urban,DK0009,DK0009A,L1800,0,,24.0333,19.9446,3.9321,0.0966,0.0601,8.763,1.592,7.786,1.391,39.64,58.68,27.39,8477208,3818654,2010274,517433,61.27,61,144.9,107.0,59.1,0.0149,443
2024-03-14,Dakar,Dense Urban,DK0009,DK0009A,L2600,0,,27.2977,22.6574,4.4516,0.1134,0.0753,6.647,1.273,6.305,1.118,49.76,72.77,33.42,7702490,3988232,1896568,512076,73.16,71,193.3,161.9,75.3,0.0188,532
2024-03-14,Dakar,Dense Urban,DK0009,DK0009B,L800,0,,18.4138,15.293,3.0053,0.0669,0.0487,10.861,1.951,8.687,1.649,32.8,46.98,22.82,8153139,4127794,2018020,485647,53.47,44,82.3,67.0,33.2,0.011,332
2024-03-14,Dakar,Dense Urban,DK0009,DK0009B,L1800,0,,23.6581,19.4661,4.0384,0.0924,0.0612,8.179,1.578,7.139,1.316,41.82,57.51,27.63,8209018,4189417,2104825,507079,60.14,62,136.4,113.9,59.1,0.0157,483
2024-03-14,Dakar,Dense Urban,DK0009,DK0009B,L2600,0,,27.9279,23.143,4.6043,0.1049,0.0757,6.404,1.358,6.295,1.099,51.44,66.01,35.56,7771819,4184666,2045955,509970,71.82,68,205.8,148.3,78.0,0.0182,538
2024-03-14,Dakar,Dense Urban,DK0009,DK0009C,L800,0,,17.0109,14.0961,2.7989,0.067,0.0488,10.032,2.185,8.757,1.547,32.47,43.33,22.5,8336601,3782991,2071968,493668,48.87,44,87.9,62.2,34.9,0.0118,331
2024-03-14,Dakar,Dense Urban,DK0009,DK0009C,L1800,0,,23.1696,19.0435,3.9707,0.0943,0.0611,8.722,1.552,7.947,1.409,43.13,61.95,29.22,8168155,4029087,1965302,504131,61.7,60,139.3,106.5,56.0,0.0159,452
2024-03-14,Dakar,Dense Urban,DK0009,DK0009C,L2600,0,,27.6699,23.1696,4.3246,0.107,0.0687,6.371,1.313,6.523,1.11,49.35,73.26,32.86,7538442,4072957,1892839,528796,73.96,71,196.3,155.8,75.3,0.0189,548
2024-03-14,Dakar,Dense Urban,DK0010,DK0010A,L800,0,,17.1285,14.0704,2.947,0.0671,0.0441,10.795,2.104,9.177,1.561,32.57,43.2,22.52,8051856,4074522,2094914,521021,53.89,49,86.4,68.8,34.9,0.012,333
2024-03-14,Dakar,Dense Urban,DK0010,DK0010A,L1800,0,,22.2252,18.0901,3.98,0.0917,0.0635,8.173,1.606,7.756,1.42,39.99,62.26,30.09,7822917,3930503,1891150,470944,63.37,58,137.8,116.2,57.7,0.0155,441
2024-03-14,Dakar,Dense Urban,DK0010,DK0010A,L2600,0,,28.27,23.3874,4.6987,0.1083,0.0756,6.936,1.331,6.621,1.096,48.14,66.55,32.18,7671977,4182633,1937569,528209,73.85,69,197.9,149.2,83.8,0.0188,509
2024-03-14,Dakar,Dense Urban,DK0010,DK0010B,L800,0,,18.5279,15.4108,3.0026,0.0667,0.0478,10.816,1.997,9.368,1.542,32.13,42.95,23.48,8241501,3836248,1962001,479633,52.58,44,87.1,68.7,34.2,0.0113,345
2024-03-14,Dakar,Dense Urban,DK0010,DK0010B,L1800,0,,23.101,19.0728,3.873,0.0937,0.0616,8.212,1.702,7.194,1.347,43.47,56.53,29.79,8306923,4077199,1883104,480808,62.35,59,151.0,113.6,55.8,0.0161,472
2024-03-14,Dakar,Dense Urban,DK0010,DK0010B,L2600,0,,26.5332,21.9184,4.4346,0.1041,0.0761,6.674,1.357,6.321,1.2,46.85,74.26,35.89,7868674,4131866,2060541,524075,71.31,71,206.7,159.6,78.2,0.0187,510
2024-03-14,Dakar,Dense Urban,DK0010,DK0010C,L800,0,,18.0572,15.12,2.8221,0.0684,0.0468,10.565,2.072,9.135,1.59,30.92,47.1,21.96,8005607,4069454,2098313,512453,48.17,48,88.6,65.0,35.3,0.0118,349
2024-03-14,Dakar,Dense Urban,DK0010,DK0010C,L1800,0,,22.7825,18.7381,3.8973,0.0888,0.0583,7.887,1.585,7.479,1.361,41.03,63.14,28.34,7943336,3809572,1942550,472899,64.0,63,137.8,109.8,53.9,0.0159,474
2024-03-14,Dakar,Dense Urban,DK0010,DK0010C,L2600,0,,25.9328,21.3208,4.427,0.1139,0.0711,6.681,1.273,6.514,1.216,52.46,72.51,33.81,7994654,3931231,2116537,512465,72.55,67,198.5,163.4,79.4,0.0173,509
2024-03-15,Dakar,Dense Urban,DK0001,DK0001A,L800,0,,16.5896,13.5717,2.9011,0.0703,0.0466,11.342,2.161,9.461,1.679,31.14,42.68,21.42,7636747,3887533,2080640,524224,48.9,41,83.1,63.1,31.3,0.0112,328
2024-03-15,Dakar,Dense Urban,DK0001,DK0001A,L1800,0,,21.9058,17.9874,3.7802,0.0832,0.0551,8.366,1.691,7.595,1.369,37.41,54.51,26.9,7550304,4051793,2016512,475822,61.27,61,142.3,99.1,56.0,0.0142,410
2024-03-15,Dakar,Dense Urban,DK0001,DK0001A,L2600,0,,25.0604,20.7298,4.1591,0.1023,0.0693,7.508,1.374,6.713,1.197,45.98,70.28,33.38,8455990,4092693,1977504,493384,69.4,67,194.4,145.2,73.0,0.0176,531
2024-03-15,Dakar,Dense Urban,DK0001,DK0001B,L800,0,,16.6059,13.6806,2.8181,0.0628,0.0444,10.436,2.025,9.486,1.632,31.27,45.14,20.09,8215541,4006969,1906908,509095,49.31,44,83.1,61.8,33.5,0.0111,316
2024-03-15,Dakar,Dense Urban,DK0001,DK0001B,L1800,0,,21.6201,17.9985,3.4748,0.0877,0.0591,8.863,1.646,7.901,1.345,40.61,58.32,28.98,7662850,4015561,2016208,525348,61.5,55,134.1,107.3,55.3,0.0151,416
2024-03-15,Dakar,Dense Urban,DK0001,DK0001B,L2600,0,,26.6054,22.4014,4.0252,0.1079,0.0709,7.43,1.457,6.508,1.158,44.52,63.02,32.48,7726826,4172898,1986979,511730,70.77,66,181.2,143.1,77.5,0.0172,494
2024-03-15,Dakar,Dense Urban,DK0001,DK0001C,L800,0,,17.066,14.3393,2.6149,0.0679,0.0439,11.345,2.256,9.64,1.66,29.11,44.68,20.9,7592299,4105146,1950044,472933,51.03,44,76.9,63.2,33.1,0.0104,338
2024-03-15,Dakar,Dense Urban,DK0001,DK0001C,L1800,0,,22.2695,18.6412,3.4868,0.0866,0.055,9.16,1.802,7.558,1.47,41.03,55.32,28.08,7520046,4207262,2012091,507220,61.77,58,140.9,106.8,56.7,0.0146,416
