Layer_enc,Cell_enc,BTS_enc,DayOfWeek,DayOfMonth,Month,WeekOfYear,IsWeekend,Overload_Flag,LTE_PDCCH_CCE_Load_pct,LTE_CFI3_Share_pct,LTE_CceAgg_1,LTE_CceAgg_2,LTE_CceAgg_4,LTE_CceAgg_8,PDCCH_Adm_Rej_Count,LTE_Max_RRC_CU,LTE_Active_UL_Users_TTI,SR_Fail_Ratio,PUCCH_SR_Cong_Count,DL_UL_Vol_Ratio,PRB_Total,Lat,Lon,Azimuth,PCI,EARFCN,TAC,Total_DataVol_GB,LTE_Avg_RRC_CU,LTE_Cell_THP_DL_Mbps,LTE_PrbUtil_DL_pct
2,11,3,4,29,3,13,0,0,20.17,51.07,7969489,4181564,1891617,488256,44,81.1,31.7,0.0115,337,4.624212981216738,74.67999999999999,14.732595,-17.505634,247,382,1650,2001,16.0434,64.2,9.054,44.94
0,12,4,4,29,3,13,0,0,28.71,60.05,7946044,3835438,2019564,472490,58,142.5,55.8,0.0138,430,4.5169824217751025,91.9,14.741199,-17.462393,1,309,1650,2001,21.1723,103.2,7.603,53.73
1,10,3,4,29,3,13,0,0,33.55,72.6,7704421,3811713,2085497,480688,71,180.7,74.1,0.0176,504,5.128831581698007,114.35999999999999,14.732595,-17.505634,219,211,1650,2001,25.0555,151.8,7.188,69.21
0,10,3,4,29,3,13,0,0,26.78,59.36,8142155,4137805,1885271,472032,59,131.2,52.7,0.0137,418,5.520622364856752,97.61,14.732595,-17.505634,219,394,6300,2001,22.4629,99.1,7.79,59.14
2,10,3,4,29,3,13,0,0,20.8,47.19,7749889,3815381,1929950,504332,45,77.9,31.8,0.0112,333,5.265388112279111,75.61,14.732595,-17.505634,219,315,300,2001,16.8616,64.5,9.534,45.49
1,9,3,4,29,3,13,0,0,31.88,68.28,7533559,3770670,1945792,500745,64,180.8,78.8,0.0166,480,4.8460322600353,112.33000000000001,14.732595,-17.505634,44,466,300,2001,26.2961,138.8,6.943,67.12
0,9,3,4,29,3,13,0,0,26.96,57.45,8327561,4214112,2011522,504912,59,136.5,52.1,0.0139,416,4.814882151300142,94.78,14.732595,-17.505634,44,380,1650,2001,22.1117,99.7,8.096,55.72
2,9,3,4,29,3,13,0,0,20.92,51.31,8259418,3912040,2006920,512024,42,75.8,31.3,0.0109,323,4.712851300643253,72.72,14.732595,-17.505634,44,273,1650,2001,16.1731,61.7,9.247,40.74
1,8,2,4,29,3,13,0,0,33.85,70.9,7627422,4212588,1964372,521689,71,195.2,76.0,0.0177,525,5.574400484377602,114.84,14.679119,-17.472514,340,439,300,2001,26.5742,152.6,7.233,66.42
0,8,2,4,29,3,13,0,0,26.9,58.21,7723686,4124400,1900724,523253,61,143.0,57.2,0.0151,411,4.821745238073975,94.94999999999999,14.679119,-17.472514,340,39,300,2001,21.6574,104.1,7.909,55.55
2,8,2,4,29,3,13,0,0,20.59,50.25,7950260,4086932,2048159,471653,44,79.5,31.3,0.0113,342,4.873227213691704,72.18,14.679119,-17.472514,340,65,300,2001,15.9876,60.1,9.775,43.49
1,14,4,4,29,3,13,0,0,30.5,70.7,7624826,3820204,1982184,522306,71,176.7,73.1,0.016,529,5.323822222369295,114.06,14.741199,-17.462393,281,315,300,2001,26.9279,149.7,7.106,67.59
0,19,6,5,30,3,13,1,0,23.15,53.34,8012246,3921913,1893942,479998,50,106.8,42.0,0.0116,354,5.149420200900574,78.00999999999999,14.683547,-17.438945,167,471,6300,2001,17.4638,87.5,8.772,45.6
1,19,6,5,30,3,13,1,0,25.2,56.56,7897354,3806899,1980680,470588,58,159.5,63.2,0.0143,403,5.43910973579878,90.03999999999999,14.683547,-17.438945,167,251,6300,2001,21.4447,116.3,7.964,52.76
2,20,6,5,30,3,13,1,0,17.56,44.13,8124621,3792313,1978491,523927,37,62.3,25.0,0.0093,281,4.689892922696544,59.21,14.683547,-17.438945,327,423,300,2001,13.6806,50.0,10.189,33.49
1,21,7,5,30,3,13,1,0,27.07,59.59,7666946,4199525,2066508,495159,56,155.5,59.4,0.0143,400,5.335927833223883,91.18,14.716365,-17.427395,53,273,1650,2001,21.0481,125.3,7.634,54.03
1,20,6,5,30,3,13,1,0,27.33,60.07,8068040,3787960,1886071,501959,58,153.6,63.3,0.0142,412,5.10090860442391,89.48,14.683547,-17.438945,327,367,6300,2001,20.7858,122.7,8.558,52.2
2,21,7,5,30,3,13,1,0,17.06,40.63,8052011,3804741,2019500,471310,36,66.5,24.6,0.0091,268,4.695933703652354,59.379999999999995,14.716365,-17.427395,53,14,300,2001,13.2792,52.4,9.819,35.14
0,21,7,5,30,3,13,1,0,21.37,52.7,8031807,4227697,2050336,488308,44,110.9,42.1,0.0115,366,5.253259281779528,78.75,14.716365,-17.427395,53,273,6300,2001,18.2424,84.1,9.443,44.48
0,20,6,5,30,3,13,1,0,21.94,50.3,7907592,4057452,1929504,529929,47,112.0,43.1,0.012,339,5.013207998837554,79.88,14.683547,-17.438945,327,263,300,2001,18.7772,86.3,8.959,46.95
2,19,6,5,30,3,13,1,0,16.45,40.45,8271288,4052822,2051571,485690,37,64.2,26.2,0.0092,258,5.247131293832275,61.94,14.683547,-17.438945,167,77,1650,2001,14.0398,51.2,10.211,36.24
1,15,5,5,30,3,13,1,0,27.33,55.54,8242517,3852345,2098816,494848,57,155.9,65.0,0.0141,418,5.215237286639521,95.53999999999999,14.695796,-17.46843,68,47,1650,2001,21.1907,114.7,7.972,56.49
0,18,6,5,30,3,13,1,0,23.75,49.32,8007697,4106891,1989651,483128,45,104.9,42.5,0.0124,377,5.325784058376936,79.43,14.683547,-17.438945,109,1,300,2001,18.3935,87.3,9.405,47.2
2,18,6,5,30,3,13,1,0,17.9,39.43,8399460,4202259,2007131,471889,38,63.8,25.9,0.0088,275,4.997154438248764,61.87,14.683547,-17.438945,109,217,1650,2001,14.2201,50.0,10.485,36.83
1,17,5,5,30,3,13,1,0,25.34,58.71,8022649,3854288,1930973,485404,55,160.9,62.2,0.0136,436,4.774761352477267,95.19,14.695796,-17.46843,351,83,6300,2001,21.1828,125.8,7.989,56.89
0,17,5,5,30,3,13,1,0,22.8,50.23,8168711,4174518,1892621,524732,45,107.8,42.1,0.0112,362,5.124797481660816,83.03999999999999,14.695796,-17.46843,351,37,6300,2001,18.4213,87.7,8.674,48.99
2,17,5,5,30,3,13,1,0,16.77,40.6,8390519,4094616,1953651,522641,36,64.0,25.6,0.0088,276,5.095509762305115,59.09,14.695796,-17.46843,351,155,1650,2001,14.076,52.3,9.672,33.93
1,16,5,5,30,3,13,1,0,28.14,56.54,8149699,3821674,2093210,498121,57,156.3,64.0,0.0137,407,5.222299859747628,95.3,14.695796,-17.46843,228,62,300,2001,21.0906,125.6,8.388,54.76
0,16,5,5,30,3,13,1,0,23.4,50.2,7753395,3903624,1962554,515813,46,111.8,46.9,0.0116,339,5.0385078274897905,76.82,14.695796,-17.46843,228,312,6300,2001,17.0194,86.4,8.737,43.64
2,16,5,5,30,3,13,1,0,17.42,41.76,8447690,4112185,1962560,478123,37,62.5,27.0,0.0087,279,5.116993753076895,60.2,14.695796,-17.46843,228,414,6300,2001,13.5266,51.7,10.594,36.33
2,22,7,5,30,3,13,1,0,17.11,43.66,7660136,3771781,2015350,522774,34,62.3,25.6,0.0093,272,4.8956771352116535,58.23,14.716365,-17.427395,208,360,6300,2001,13.7174,50.7,10.327,33.94
1,18,6,5,30,3,13,1,0,28.01,60.97,8268407,3906085,2062189,497001,58,149.4,61.1,0.0132,429,5.027823441943303,94.78,14.683547,-17.438945,109,96,300,2001,21.1096,116.4,7.967,56.03
0,22,7,5,30,3,13,1,0,21.5,52.69,7695978,3982186,2032984,508249,48,111.3,41.9,0.0114,356,4.83709850001777,81.66,14.716365,-17.427395,208,486,300,2001,17.039,87.6,9.193,48.01
2,26,8,5,30,3,13,1,0,17.7,44.3,7898929,3835480,2051234,505948,37,62.0,25.3,0.0096,257,5.030683145400297,61.72,14.730851,-17.42687,313,336,6300,2001,13.3797,52.1,9.732,37.14
2,23,7,5,30,3,13,1,0,16.29,41.43,7569163,4197575,1966010,487893,36,63.0,24.8,0.0092,269,4.822004615724685,57.269999999999996,14.716365,-17.427395,352,129,300,2001,13.1843,48.3,10.694,33.43
0,15,5,5,30,3,13,1,0,22.52,51.83,7828773,4018576,2114001,472705,46,106.0,45.3,0.0119,336,5.149245111383944,81.16,14.695796,-17.46843,68,40,300,2001,17.6344,86.1,8.933,47.94
0,29,9,5,30,3,13,1,0,23.23,48.84,8085139,3957950,1892689,471109,50,108.9,45.0,0.012,360,4.958609274253257,82.7,14.732819,-17.485155,339,17,6300,2001,18.1835,88.9,9.335,48.06
2,29,9,5,30,3,13,1,0,16.81,44.07,8162695,3928842,2052502,492039,34,61.7,25.7,0.0091,287,4.798338677639598,60.150000000000006,14.732819,-17.485155,339,402,1650,2001,13.5118,52.5,10.745,36.34
1,28,9,5,30,3,13,1,0,26.39,56.74,8277728,4064192,1887952,528121,54,159.7,60.9,0.0146,426,5.012362458778533,94.30000000000001,14.732819,-17.485155,220,86,6300,2001,20.8962,115.6,7.665,56.46
0,28,9,5,30,3,13,1,0,23.17,50.17,7902382,3791404,1975799,529986,46,106.9,44.9,0.0126,361,5.477911556118561,76.75999999999999,14.732819,-17.485155,220,265,1650,2001,18.5247,84.4,8.739,45.23
2,28,9,5,30,3,13,1,0,17.11,41.41,8281756,3857405,1998465,477648,35,65.5,27.4,0.0089,280,4.502681775125052,61.620000000000005,14.732819,-17.485155,220,248,6300,2001,13.2144,52.5,9.778,37.21
1,27,9,5,30,3,13,1,0,25.11,60.66,7681690,4169888,2103394,479677,56,150.4,62.9,0.0133,404,5.155654162295487,95.15,14.732819,-17.485155,21,168,300,2001,21.5991,119.2,7.892,54.78
0,27,9,5,30,3,13,1,0,23.94,52.62,7874164,3786339,1911245,517288,46,109.8,44.0,0.0123,348,5.170746944290226,80.75,14.732819,-17.485155,21,370,1650,2001,17.7801,90.0,8.998,48.47
2,27,9,5,30,3,13,1,0,16.52,42.99,8227089,3974081,1977619,509553,38,63.2,25.5,0.0093,261,4.859240133847696,61.260000000000005,14.732819,-17.485155,21,269,300,2001,13.6059,52.0,10.679,37.38
1,26,8,5,30,3,13,1,0,27.91,58.53,7808261,3771779,2094546,528727,55,147.4,60.1,0.0148,404,5.072491082416295,94.5,14.730851,-17.42687,313,38,300,2001,20.2786,119.8,8.007,56.23
0,26,8,5,30,3,13,1,0,21.65,54.14,7789045,4075127,1947949,490836,47,109.1,42.2,0.012,339,4.843674832355666,81.62,14.730851,-17.42687,313,175,6300,2001,17.4971,89.7,8.959,48.87
1,25,8,5,30,3,13,1,0,27.95,61.15,8348995,3853272,2022512,506161,57,163.1,58.8,0.0141,433,5.212575757445709,90.57,14.730851,-17.42687,232,46,6300,2001,21.8516,118.0,8.212,51.6
0,25,8,5,30,3,13,1,0,23.7,53.79,7794765,4001473,2024596,490723,48,114.4,43.2,0.0123,368,4.919223615953723,80.88,14.730851,-17.42687,232,221,1650,2001,17.8743,90.0,8.47,47.69
2,25,8,5,30,3,13,1,0,18.27,43.34,7570605,3851980,2033653,523791,36,67.0,24.5,0.0092,283,5.332280047833017,61.03,14.730851,-17.42687,232,122,1650,2001,14.3525,49.0,9.809,36.2
1,24,8,5,30,3,13,1,0,26.3,61.74,7733740,3926490,2090452,526501,54,151.9,60.3,0.0134,409,5.10802535005576,95.91,14.730851,-17.42687,0,72,1650,2001,21.4584,127.0,8.152,57.33
0,24,8,5,30,3,13,1,0,22.02,52.65,8451033,3778454,1999246,507754,49,114.7,45.9,0.0124,358,5.267544748715821,77.1,14.730851,-17.42687,0,367,300,2001,18.6426,91.5,8.937,45.13
2,24,8,5,30,3,13,1,0,17.09,44.29,7917896,4176879,1931429,481377,36,62.6,27.2,0.0092,260,5.019869406529499,61.14,14.730851,-17.42687,0,285,300,2001,13.8754,48.7,9.822,36.89
1,23,7,5,30,3,13,1,0,27.05,60.62,8140397,3853693,1940721,499201,58,146.4,64.8,0.0132,420,4.542762731404423,90.11,14.716365,-17.427395,352,230,6300,2001,20.7002,126.3,8.391,53.67
0,23,7,5,30,3,13,1,0,22.47,52.09,8027595,4156973,1979295,483804,50,113.8,47.0,0.0117,377,5.2643039518233845,79.19999999999999,14.716365,-17.427395,352,424,1650,2001,18.6769,84.8,8.854,46.9
1,22,7,5,30,3,13,1,0,27.0,55.94,7532814,4035306,2033211,517296,52,158.9,64.5,0.0135,424,4.9634115867946145,88.81,14.716365,-17.427395,208,182,6300,2001,21.7877,117.1,7.642,52.28
2,15,5,5,30,3,13,1,0,17.72,43.5,7650309,3802946,1975665,474641,36,65.7,27.5,0.0096,284,4.493109797282443,59.339999999999996,14.695796,-17.46843,68,127,300,2001,13.2115,51.2,10.207,33.66
1,29,9,5,30,3,13,1,0,26.75,62.42,7529562,4233582,2064075,491685,53,153.3,60.4,0.0135,410,4.665045281641241,93.49000000000001,14.732819,-17.485155,339,213,1650,2001,20.8924,113.8,7.731,53.39
0,14,4,5,30,3,13,1,0,21.81,50.0,8423991,4194799,2088803,476386,48,117.5,43.6,0.0124,341,4.832445607118639,77.49,14.741199,-17.462393,281,232,300,2001,17.1254,87.9,9.185,45.51
2,6,2,5,30,3,13,1,0,16.52,42.6,7984474,3856597,2048423,493501,35,65.6,25.6,0.0091,269,5.297641357568219,62.37,14.679119,-17.472514,117,293,300,2001,14.3877,50.6,9.696,37.54
1,5,1,5,30,3,13,1,0,25.17,60.93,8376520,3826317,1963679,492768,55,151.8,62.3,0.0133,410,5.25280366425346,90.94,14.734633,-17.444613,251,325,300,2001,21.4765,122.9,7.848,53.57
0,5,1,5,30,3,13,1,0,23.46,50.07,8277199,4032051,2100935,478071,46,104.7,42.7,0.0122,353,5.360819585451745,78.53,14.734633,-17.444613,251,100,6300,2001,18.1812,85.4,9.026,47.57
2,5,1,5,30,3,13,1,0,17.14,40.69,8353481,3888522,2030454,517292,35,66.4,27.5,0.0095,283,5.058252339530378,58.900000000000006,14.734633,-17.444613,251,109,1650,2001,14.182,52.1,9.903,35.06
1,4,1,5,30,3,13,1,0,26.0,59.38,8319939,3787501,1910741,488173,57,161.8,58.7,0.0135,409,5.052135131706304,89.03999999999999,14.734633,-17.444613,175,473,1650,2001,20.6034,118.9,7.777,52.22
0,4,1,5,30,3,13,1,0,23.38,49.32,8294123,3774557,1887744,524206,48,115.2,44.8,0.0115,375,4.763711902309357,79.0,14.734633,-17.444613,175,428,300,2001,17.2313,86.2,8.464,47.97
2,4,1,5,30,3,13,1,0,17.7,41.39,7879690,4132353,2109848,511338,37,65.9,26.7,0.0094,278,4.798644658602482,62.37,14.734633,-17.444613,175,439,6300,2001,13.5444,53.1,10.072,36.51
1,3,1,5,30,3,13,1,0,27.62,57.82,7522929,3781066,1910484,495214,53,146.8,64.6,0.0145,407,5.086336116058948,88.91,14.734633,-17.444613,110,486,6300,2001,20.3662,126.4,7.864,52.53
0,3,1,5,30,3,13,1,0,23.49,50.02,8478110,4218259,1966374,501866,46,110.7,41.9,0.0117,359,4.866308376660928,76.97,14.734633,-17.444613,110,317,1650,2001,17.8872,89.4,9.256,43.75
2,3,1,5,30,3,13,1,0,17.45,41.54,8410359,4199965,1949483,470825,37,67.7,25.0,0.0087,287,5.148961458525481,62.72,14.734633,-17.444613,110,116,300,2001,13.3231,51.4,10.693,37.59
1,2,0,5,30,3,13,1,0,26.65,56.1,8145828,3964458,2088814,509757,55,160.0,64.6,0.0135,444,4.631104909057504,95.38,14.74571,-17.452823,350,191,1650,2001,20.8865,123.5,7.809,57.05
0,2,0,5,30,3,13,1,0,23.63,53.84,7668729,4191112,2030680,507817,47,114.4,46.0,0.0121,339,4.872468791881762,80.53999999999999,14.74571,-17.452823,350,451,300,2001,17.127,88.5,8.598,48.71
2,2,0,5,30,3,13,1,0,18.14,39.67,7758458,3993044,2004575,529100,37,63.9,25.1,0.0087,264,5.156388918645399,60.519999999999996,14.74571,-17.452823,350,298,6300,2001,13.7124,50.8,9.724,36.8
1,1,0,5,30,3,13,1,0,25.22,55.93,8376134,4239095,1964097,514684,55,146.8,62.3,0.0145,417,4.673576126605611,92.5,14.74571,-17.452823,208,434,300,2001,20.7176,113.7,7.99,53.4
0,1,0,5,30,3,13,1,0,23.54,54.66,8008502,3845992,2118263,486204,50,111.8,45.5,0.0124,354,4.914130321638782,78.25,14.74571,-17.452823,208,483,1650,2001,18.3587,82.5,8.723,46.37
2,1,0,5,30,3,13,1,0,17.98,42.82,8116287,4102191,2073278,475536,37,61.5,25.5,0.0095,282,5.131673153720264,63.35,14.74571,-17.452823,208,387,300,2001,14.1445,49.5,9.568,36.82
1,0,0,5,30,3,13,1,0,25.04,58.03,8428113,4040006,1973791,472673,52,150.8,59.0,0.0141,404,5.294751709235747,92.94999999999999,14.74571,-17.452823,17,461,1650,2001,21.5158,126.6,8.239,54.76
0,0,0,5,30,3,13,1,0,23.36,52.24,7813481,4003326,2057906,479155,48,115.9,43.6,0.012,365,4.6315044722655685,82.33,14.74571,-17.452823,17,113,1650,2001,17.5815,82.7,8.534,48.41
2,0,0,5,30,3,13,1,0,17.71,43.69,8122430,3915674,1911945,477570,36,65.5,25.3,0.0094,272,4.940884992714449,61.72,14.74571,-17.452823,17,457,6300,2001,13.8626,53.4,9.774,37.58
0,6,2,5,30,3,13,1,0,22.79,51.55,7997685,4138117,1911288,521420,45,115.5,45.1,0.0125,373,5.186558643070446,80.03999999999999,14.679119,-17.472514,117,475,300,2001,18.5154,86.4,8.66,48.46
1,6,2,5,30,3,13,1,0,26.16,60.64,7665041,4196997,1998357,523364,58,156.9,58.8,0.0148,403,5.288417278457395,97.47,14.679119,-17.472514,117,296,6300,2001,21.9307,124.6,8.085,57.56
1,14,4,5,30,3,13,1,0,26.01,55.61,7577828,4219276,2072867,515566,56,148.1,62.5,0.0146,407,4.947206317995805,92.66,14.741199,-17.462393,281,315,300,2001,22.1434,122.5,7.823,53.48
0,7,2,5,30,3,13,1,0,22.56,48.85,8211082,4023550,2059105,486389,45,108.2,44.7,0.0123,371,4.526481107650162,77.46000000000001,14.679119,-17.472514,150,462,6300,2001,17.2099,85.8,9.046,44.24
2,7,2,5,30,3,13,1,0,18.04,41.81,8384452,3775127,1909375,470270,36,65.4,25.6,0.0088,269,4.697335246853268,60.65,14.679119,-17.472514,150,399,300,2001,13.1027,51.9,10.596,35.97
2,14,4,5,30,3,13,1,0,16.94,40.15,7644446,4111251,1959595,513807,38,67.4,26.8,0.0087,278,4.987579004031022,60.16,14.741199,-17.462393,281,245,1650,2001,13.6432,49.5,10.293,36.35
1,13,4,5,30,3,13,1,0,26.78,60.6,7862391,3925978,1902666,528731,54,161.7,63.9,0.0143,413,4.86412634723753,90.38,14.741199,-17.462393,156,466,1650,2001,20.3762,126.6,7.737,52.15
0,13,4,5,30,3,13,1,0,22.58,49.09,8441684,4044117,2084922,526231,45,108.5,42.2,0.0123,338,5.267455440469104,76.08,14.741199,-17.462393,156,118,1650,2001,18.622,88.0,8.699,44.63
2,13,4,5,30,3,13,1,0,17.86,42.86,7809708,4109397,1931358,504573,37,68.8,26.0,0.0095,275,5.015380534206062,60.339999999999996,14.741199,-17.462393,156,337,300,2001,14.2886,48.8,9.86,36.76
1,12,4,5,30,3,13,1,0,25.65,61.92,7951043,3809684,1896720,512363,59,149.8,62.0,0.0135,409,5.22060945580646,97.47999999999999,14.741199,-17.462393,1,93,300,2001,21.8851,115.8,8.449,56.73
2,12,4,5,30,3,13,1,0,17.97,42.04,8236684,4130284,1913282,493918,34,64.0,27.5,0.0094,276,5.399207551000068,59.89,14.741199,-17.462393,1,331,1650,2001,14.0241,48.2,10.543,34.72
1,11,3,5,30,3,13,1,0,25.62,60.71,7958654,4023666,1990086,493850,57,156.6,65.2,0.0141,412,5.222737507010911,93.52000000000001,14.732595,-17.505634,247,169,6300,2001,21.0046,125.8,8.306,55.68
0,11,3,5,30,3,13,1,0,21.33,51.69,7566584,4033657,2083108,472638,49,104.6,46.7,0.0113,361,5.266576646856042,80.24,14.732595,-17.505634,247,294,1650,2001,18.1216,84.5,8.798,46.73
2,11,3,5,30,3,13,1,0,17.07,42.96,8318487,4183704,2060231,493800,34,66.3,26.5,0.0094,275,5.170396960706419,60.65,14.732595,-17.505634,247,382,1650,2001,13.6728,50.2,10.058,36.62
0,12,4,5,30,3,13,1,0,23.3,50.71,8023949,3810453,2061179,476338,46,109.4,45.9,0.0114,371,4.92084336345313,82.17,14.741199,-17.462393,1,309,1650,2001,17.3801,85.0,8.573,48.6
0,10,3,5,30,3,13,1,0,23.49,53.32,8268908,3893372,2027358,491760,48,105.8,42.8,0.0114,367,4.82983597204491,76.24000000000001,14.732595,-17.505634,219,394,6300,2001,17.1019,90.4,8.64,43.86
2,10,3,5,30,3,13,1,0,16.77,41.71,8314456,4041849,2020657,470034,35,63.8,27.2,0.0088,281,5.2274230892599265,57.8,14.732595,-17.505634,219,315,300,2001,13.4263,51.4,9.898,33.64
1,9,3,5,30,3,13,1,0,25.38,58.1,8016460,4171290,1993377,479940,59,163.2,64.5,0.0132,408,5.110396677391205,93.87,14.732595,-17.505634,44,466,300,2001,20.4297,123.2,8.48,57.31
1,7,2,5,30,3,13,1,0,25.94,62.17,8397929,4150272,1979150,473402,57,149.4,62.6,0.0135,399,5.138956768845811,93.88,14.679119,-17.472514,150,202,1650,2001,21.5284,120.6,8.43,57.48
0,9,3,5,30,3,13,1,0,22.29,48.63,8178622,3779576,2029986,516317,49,106.3,44.3,0.012,350,4.693834634215305,77.35,14.732595,-17.505634,44,380,1650,2001,17.8034,88.8,8.807,46.41
2,9,3,5,30,3,13,1,0,17.5,41.14,7801142,4234215,2068529,489275,37,61.3,25.5,0.0095,282,5.141092068728232,59.980000000000004,14.732595,-17.505634,44,273,1650,2001,14.0759,50.5,10.449,35.77
1,8,2,5,30,3,13,1,0,26.0,58.53,8138531,3892066,1963108,501238,56,158.8,65.1,0.0144,444,4.797289541323965,96.78,14.679119,-17.472514,340,439,300,2001,20.904,121.6,8.346,57.02
0,8,2,5,30,3,13,1,0,22.66,52.77,8233613,4053499,1922727,508006,46,108.9,45.1,0.0114,367,4.923923950626065,82.22,14.679119,-17.472514,340,39,300,2001,18.1025,85.6,8.701,47.71
2,8,2,5,30,3,13,1,0,16.26,43.01,8378957,4015510,1988396,526496,35,68.5,27.4,0.0087,287,5.139481692083805,60.55,14.679119,-17.472514,340,65,300,2001,13.2958,52.9,10.712,35.76
1,10,3,5,30,3,13,1,0,27.43,59.25,8134787,3933327,1983737,512217,58,162.0,65.2,0.0142,396,5.03824593336747,93.47,14.732595,-17.505634,219,211,1650,2001,20.3169,123.3,7.912,53.98
0,19,6,6,31,3,13,1,0,17.99,41.47,7713336,3918595,2073243,495918,39,88.9,33.0,0.0092,279,4.965905848084468,63.95,14.683547,-17.438945,167,471,6300,2001,13.4082,70.7,10.279,37.75
1,19,6,6,31,3,13,1,0,20.21,46.56,8315696,4025652,2014461,524748,44,119.3,50.1,0.0113,318,5.247646920857,72.6,14.683547,-17.438945,167,251,6300,2001,16.6529,99.7,9.256,43.68
2,20,6,6,31,3,13,1,0,12.92,36.82,8324603,3996497,2105421,497699,27,51.8,20.1,0.0067,203,5.132401344558941,46.98,14.683547,-17.438945,327,423,300,2001,10.4141,42.2,11.431,26.33
0,21,7,6,31,3,13,1,0,18.64,42.27,7739911,4114434,2078503,520176,37,88.0,34.1,0.0096,287,4.730135646224734,64.23,14.716365,-17.427395,53,273,6300,2001,13.8785,69.0,9.492,37.74
1,20,6,6,31,3,13,1,0,21.93,49.14,8020609,4145940,2001621,506566,41,120.2,48.3,0.0109,331,5.233982124886091,70.61,14.683547,-17.438945,327,367,6300,2001,16.2286,98.5,9.377,41.64
2,21,7,6,31,3,13,1,0,13.99,33.34,7763859,3996826,1891947,501900,29,48.4,21.3,0.0075,203,4.919362899618663,49.53,14.716365,-17.427395,53,14,300,2001,10.6717,37.5,10.614,29.51
2,19,6,6,31,3,13,1,0,13.48,34.37,7837008,4194506,1916052,485830,27,51.6,19.4,0.0068,206,5.265636263906242,47.89,14.683547,-17.438945,167,77,1650,2001,11.0481,40.4,10.831,28.84
0,20,6,6,31,3,13,1,0,16.99,43.2,8337363,3910296,1960338,509779,35,90.2,36.5,0.0094,277,5.220578442712212,60.67,14.683547,-17.438945,327,263,300,2001,14.6214,69.1,10.506,34.42
1,18,6,6,31,3,13,1,0,20.28,46.24,8431521,4004447,2003752,501538,46,115.0,45.8,0.0109,345,4.958312691298854,71.08,14.683547,-17.438945,109,96,300,2001,17.1749,96.6,9.008,40.9
0,15,5,6,31,3,13,1,0,16.78,44.66,8100948,4064049,2056954,511630,35,86.3,36.4,0.0091,283,5.018679988326921,64.65,14.695796,-17.46843,68,40,300,2001,13.8512,70.5,9.795,38.07
2,18,6,6,31,3,13,1,0,13.39,34.56,8200368,4047223,1890314,493058,30,53.0,20.0,0.007,214,4.93032175116312,48.58,14.683547,-17.438945,109,217,1650,2001,10.415,41.6,10.565,29.44
1,17,5,6,31,3,13,1,0,19.66,46.12,8159945,4153475,2020608,512551,45,122.7,49.5,0.0112,333,4.64854798999136,73.98,14.695796,-17.46843,351,83,6300,2001,16.4511,92.5,8.831,42.89
0,17,5,6,31,3,13,1,0,17.64,43.42,7719750,3934543,2027242,500721,38,83.5,36.0,0.0095,266,4.721202052296329,63.33,14.695796,-17.46843,351,37,6300,2001,14.1391,66.7,10.555,38.55
2,17,5,6,31,3,13,1,0,12.82,36.85,8473141,4219131,2010140,513125,27,50.0,20.6,0.0069,225,4.959689923375917,48.55,14.695796,-17.46843,351,155,1650,2001,10.3915,38.0,10.544,29.17
1,16,5,6,31,3,13,1,0,20.48,48.77,7859786,3999384,1966970,497247,42,116.4,48.2,0.0108,327,5.498239557043105,71.46,14.695796,-17.46843,228,62,300,2001,16.9272,98.1,8.897,40.58
0,16,5,6,31,3,13,1,0,18.79,42.17,7665660,4129478,2056196,487264,35,91.8,35.4,0.0094,271,5.139149463437629,64.62,14.695796,-17.46843,228,312,6300,2001,13.5892,71.3,10.47,37.98
2,16,5,6,31,3,13,1,0,12.93,35.42,7671959,3850515,2076420,491332,29,52.2,20.3,0.0068,213,5.244081392799488,50.150000000000006,14.695796,-17.46843,228,414,6300,2001,11.2077,37.8,11.292,29.51
1,15,5,6,31,3,13,1,0,21.11,50.38,8310603,3832086,2026201,470393,42,124.2,45.8,0.0106,320,4.614172442538752,71.69999999999999,14.695796,-17.46843,68,47,1650,2001,16.1994,95.5,9.109,42.73
1,21,7,6,31,3,13,1,0,19.72,49.12,8183433,4233207,1954167,525790,42,113.9,49.5,0.0106,323,4.850367997961486,70.84,14.716365,-17.427395,53,273,1650,2001,16.0904,96.9,9.552,41.56
0,18,6,6,31,3,13,1,0,17.86,41.2,7675700,3969653,2101870,518869,38,84.9,34.8,0.0093,264,4.943241747557049,64.25,14.683547,-17.438945,109,1,300,2001,14.3701,67.0,10.207,38.14
2,22,7,6,31,3,13,1,0,13.22,35.68,8105518,4166387,2080888,480029,28,49.8,19.9,0.0072,222,5.463474058649908,47.75,14.716365,-17.427395,208,360,6300,2001,11.1505,39.4,10.96,28.67
1,25,8,6,31,3,13,1,0,20.84,49.24,8161526,4072076,2108686,492945,46,119.6,50.9,0.0111,341,4.982076781389079,69.49000000000001,14.730851,-17.42687,232,46,6300,2001,16.5684,94.1,9.591,40.63
1,22,7,6,31,3,13,1,0,21.84,48.8,8452308,3941509,2045087,481041,42,116.1,48.9,0.0116,315,4.982938370042522,76.08,14.716365,-17.427395,208,182,6300,2001,17.5002,89.8,8.922,44.12
